ompss,size,1,32,8,1,bf,1603889447,1603889448,0.257181
ompss,size,1,16,8,1,bf,1603889449,1603889449,0.031814
ompss,size,1,8,8,1,bf,1603889450,1603889450,0.004559
ompss,block,1,32,32,1,bf,1603889451,1603889452,0.919484
ompss,block,1,32,16,1,bf,1603889453,1603889453,0.329923
ompss,block,1,32,8,1,bf,1603889454,1603889454,0.260320
ompss,threads,1,32,8,1,bf,1603889455,1603889455,0.258655
ompss,threads,1,32,8,2,bf,1603889457,1603889457,0.199206
ompss,threads,1,32,8,4,bf,1603889458,1603889458,0.171081
ompss,threads,1,32,8,8,bf,1603889459,1603889459,0.214867
ompss,scheduler,1,32,8,1,bf,1603889460,1603889460,0.260007
ompss,scheduler,1,32,8,1,wf,1603889461,1603889462,0.249063
ompss,size,2,32,8,1,bf,1603889463,1603889463,0.259062
ompss,size,2,16,8,1,bf,1603889464,1603889464,0.031940
ompss,size,2,8,8,1,bf,1603889465,1603889465,0.004498
ompss,block,2,32,32,1,bf,1603889466,1603889467,0.918338
ompss,block,2,32,16,1,bf,1603889468,1603889468,0.329324
ompss,block,2,32,8,1,bf,1603889469,1603889470,0.257551
ompss,threads,2,32,8,1,bf,1603889471,1603889471,0.257176
ompss,threads,2,32,8,2,bf,1603889472,1603889472,0.198678
ompss,threads,2,32,8,4,bf,1603889473,1603889473,0.170684
ompss,threads,2,32,8,8,bf,1603889474,1603889474,0.179618
ompss,scheduler,2,32,8,1,bf,1603889475,1603889476,0.257687
ompss,scheduler,2,32,8,1,wf,1603889477,1603889477,0.251106
ompss,size,3,32,8,1,bf,1603889478,1603889478,0.259504
ompss,size,3,16,8,1,bf,1603889479,1603889479,0.031889
ompss,size,3,8,8,1,bf,1603889480,1603889480,0.004698
ompss,block,3,32,32,1,bf,1603889481,1603889482,0.923147
ompss,block,3,32,16,1,bf,1603889483,1603889484,0.330372
ompss,block,3,32,8,1,bf,1603889485,1603889485,0.256666
ompss,threads,3,32,8,1,bf,1603889486,1603889486,0.259085
ompss,threads,3,32,8,2,bf,1603889487,1603889487,0.196132
ompss,threads,3,32,8,4,bf,1603889488,1603889489,0.170940
ompss,threads,3,32,8,8,bf,1603889490,1603889490,0.180001
ompss,scheduler,3,32,8,1,bf,1603889491,1603889491,0.257361
ompss,scheduler,3,32,8,1,wf,1603889492,1603889492,0.248778
ompss,size,4,32,8,1,bf,1603889493,1603889494,0.256552
ompss,size,4,16,8,1,bf,1603889495,1603889495,0.031986
ompss,size,4,8,8,1,bf,1603889496,1603889496,0.004550
ompss,block,4,32,32,1,bf,1603889497,1603889498,0.919121
ompss,block,4,32,16,1,bf,1603889499,1603889499,0.327967
ompss,block,4,32,8,1,bf,1603889500,1603889500,0.259562
ompss,threads,4,32,8,1,bf,1603889501,1603889501,0.256737
ompss,threads,4,32,8,2,bf,1603889502,1603889503,0.193608
ompss,threads,4,32,8,4,bf,1603889504,1603889504,0.170871
ompss,threads,4,32,8,8,bf,1603889505,1603889505,0.178610
ompss,scheduler,4,32,8,1,bf,1603889506,1603889506,0.256383
ompss,scheduler,4,32,8,1,wf,1603889507,1603889508,0.249734
ompss,size,5,32,8,1,bf,1603889509,1603889509,0.259746
ompss,size,5,16,8,1,bf,1603889510,1603889510,0.031647
ompss,size,5,8,8,1,bf,1603889511,1603889511,0.004486
ompss,block,5,32,32,1,bf,1603889512,1603889513,0.919405
ompss,block,5,32,16,1,bf,1603889514,1603889514,0.328728
ompss,block,5,32,8,1,bf,1603889515,1603889515,0.256939
ompss,threads,5,32,8,1,bf,1603889516,1603889517,0.258566
ompss,threads,5,32,8,2,bf,1603889518,1603889518,0.196462
ompss,threads,5,32,8,4,bf,1603889519,1603889519,0.171676
ompss,threads,5,32,8,8,bf,1603889520,1603889520,0.180386
ompss,scheduler,5,32,8,1,bf,1603889521,1603889522,0.257612
ompss,scheduler,5,32,8,1,wf,1603889523,1603889523,0.249931
ompss,size,6,32,8,1,bf,1603889524,1603889524,0.256859
ompss,size,6,16,8,1,bf,1603889525,1603889525,0.032156
ompss,size,6,8,8,1,bf,1603889526,1603889526,0.004589
ompss,block,6,32,32,1,bf,1603889527,1603889528,0.917512
ompss,block,6,32,16,1,bf,1603889529,1603889529,0.329042
ompss,block,6,32,8,1,bf,1603889530,1603889531,0.257816
ompss,threads,6,32,8,1,bf,1603889532,1603889532,0.261448
ompss,threads,6,32,8,2,bf,1603889533,1603889533,0.195331
ompss,threads,6,32,8,4,bf,1603889534,1603889534,0.173105
ompss,threads,6,32,8,8,bf,1603889535,1603889536,0.180537
ompss,scheduler,6,32,8,1,bf,1603889537,1603889537,0.257999
ompss,scheduler,6,32,8,1,wf,1603889538,1603889538,0.250500
ompss,size,7,32,8,1,bf,1603889539,1603889539,0.257652
ompss,size,7,16,8,1,bf,1603889540,1603889540,0.031960
ompss,size,7,8,8,1,bf,1603889541,1603889541,0.004545
ompss,block,7,32,32,1,bf,1603889542,1603889543,0.920208
ompss,block,7,32,16,1,bf,1603889544,1603889545,0.328980
ompss,block,7,32,8,1,bf,1603889546,1603889546,0.258367
ompss,threads,7,32,8,1,bf,1603889547,1603889547,0.257797
ompss,threads,7,32,8,2,bf,1603889548,1603889548,0.197021
ompss,threads,7,32,8,4,bf,1603889550,1603889550,0.171188
ompss,threads,7,32,8,8,bf,1603889551,1603889551,0.179346
ompss,scheduler,7,32,8,1,bf,1603889552,1603889552,0.265504
ompss,scheduler,7,32,8,1,wf,1603889553,1603889553,0.249523
ompss,size,8,32,8,1,bf,1603889554,1603889555,0.257698
ompss,size,8,16,8,1,bf,1603889556,1603889556,0.031882
ompss,size,8,8,8,1,bf,1603889557,1603889557,0.004558
ompss,block,8,32,32,1,bf,1603889558,1603889559,0.926009
ompss,block,8,32,16,1,bf,1603889560,1603889560,0.329674
ompss,block,8,32,8,1,bf,1603889561,1603889561,0.257417
ompss,threads,8,32,8,1,bf,1603889562,1603889563,0.258339
ompss,threads,8,32,8,2,bf,1603889564,1603889564,0.194166
ompss,threads,8,32,8,4,bf,1603889565,1603889565,0.173146
ompss,threads,8,32,8,8,bf,1603889566,1603889566,0.181153
ompss,scheduler,8,32,8,1,bf,1603889567,1603889567,0.257147
ompss,scheduler,8,32,8,1,wf,1603889568,1603889569,0.250447
ompss,size,9,32,8,1,bf,1603889570,1603889570,0.256855
ompss,size,9,16,8,1,bf,1603889571,1603889571,0.031984
ompss,size,9,8,8,1,bf,1603889572,1603889572,0.004479
ompss,block,9,32,32,1,bf,1603889573,1603889574,0.918156
ompss,block,9,32,16,1,bf,1603889575,1603889575,0.330951
ompss,block,9,32,8,1,bf,1603889576,1603889577,0.257017
ompss,threads,9,32,8,1,bf,1603889578,1603889578,0.259466
ompss,threads,9,32,8,2,bf,1603889579,1603889579,0.193095
ompss,threads,9,32,8,4,bf,1603889580,1603889580,0.171394
ompss,threads,9,32,8,8,bf,1603889581,1603889582,0.181872
ompss,scheduler,9,32,8,1,bf,1603889583,1603889583,0.260803
ompss,scheduler,9,32,8,1,wf,1603889584,1603889584,0.250385
ompss,size,10,32,8,1,bf,1603889585,1603889585,0.258055
ompss,size,10,16,8,1,bf,1603889586,1603889586,0.032063
ompss,size,10,8,8,1,bf,1603889587,1603889587,0.004666
ompss,block,10,32,32,1,bf,1603889588,1603889589,0.919420
ompss,block,10,32,16,1,bf,1603889590,1603889591,0.329790
ompss,block,10,32,8,1,bf,1603889592,1603889592,0.258607
ompss,threads,10,32,8,1,bf,1603889593,1603889593,0.260673
ompss,threads,10,32,8,2,bf,1603889594,1603889594,0.192786
ompss,threads,10,32,8,4,bf,1603889595,1603889596,0.172772
ompss,threads,10,32,8,8,bf,1603889597,1603889597,0.180523
ompss,scheduler,10,32,8,1,bf,1603889598,1603889598,0.257747
ompss,scheduler,10,32,8,1,wf,1603889599,1603889599,0.251200
sgx,size,1,32,8,1,bf,1603889761,1603889762,0.453260
sgx,size,1,16,8,1,bf,1603889766,1603889766,0.057328
sgx,size,1,8,8,1,bf,1603889771,1603889771,0.007690
sgx,block,1,32,32,1,bf,1603889776,1603889779,3.111681
sgx,block,1,32,16,1,bf,1603889783,1603889785,1.158597
sgx,block,1,32,8,1,bf,1603889789,1603889790,0.447636
sgx,threads,1,32,8,1,bf,1603889794,1603889795,0.444613
